game,map,record,sub_record,platform,main_video,other_links,game_type,achieved,player_count,player_1,player_2,player_3,player_4,is_world_record,added
bo3,origins,first-room,classic-gobblegum-only,xbox,https://youtube.com/watch?v=sidjx_hdfuI,,solo,21,1,RocketGiraffe12,,,,0,
